Post_ID,Platform,Likes,Comments,Shares,Views,Post_Date
5501,TikTok,9563,782,1729,938612,2023-01-04 19:40:00
5502,YouTube,3706,1329,801,234609,2023-01-04 19:41:00
5503,TikTok,8156,1057,1498,653711,2023-01-04 19:42:00
5504,LinkedIn,9355,1845,2491,290037,2023-01-04 19:43:00
5505,Instagram,2310,1738,4280,755403,2023-01-04 19:44:00
5506,YouTube,8973,617,4720,485820,2023-01-04 19:45:00
5507,LinkedIn,6264,1297,2198,99718,2023-01-04 19:46:00
5508,YouTube,5049,977,563,907111,2023-01-04 19:47:00
5509,Facebook,9150,514,3467,304507,2023-01-04 19:48:00
5510,LinkedIn,7780,531,2887,622505,2023-01-04 19:49:00
5511,YouTube,1591,410,2246,547900,2023-01-04 19:50:00
5512,LinkedIn,8589,702,3245,312684,2023-01-04 19:51:00
5513,Instagram,114,1390,803,266673,2023-01-04 19:52:00
5514,Facebook,7889,609,4904,999724,2023-01-04 19:53:00
5515,Twitter,9254,1466,4880,120888,2023-01-04 19:54:00
5516,Twitter,9531,435,3171,113642,2023-01-04 19:55:00
5517,TikTok,6377,294,4700,266468,2023-01-04 19:56:00
5518,LinkedIn,6453,1785,1925,283564,2023-01-04 19:57:00
5519,YouTube,1767,866,2330,5923,2023-01-04 19:58:00
5520,YouTube,5230,155,1929,972857,2023-01-04 19:59:00
5521,YouTube,1278,1533,3613,918433,2023-01-04 20:00:00
5522,Twitter,1767,919,85,738482,2023-01-04 20:01:00
5523,LinkedIn,2916,1607,3055,465635,2023-01-04 20:02:00
5524,Facebook,5385,502,4669,375191,2023-01-04 20:03:00
5525,Instagram,5332,1118,1075,570325,2023-01-04 20:04:00
5526,Facebook,1182,1941,4202,37961,2023-01-04 20:05:00
5527,LinkedIn,4595,1612,1843,127830,2023-01-04 20:06:00
5528,Facebook,8163,1897,3989,609494,2023-01-04 20:07:00
5529,LinkedIn,875,1840,2423,663348,2023-01-04 20:08:00
5530,YouTube,7440,1359,751,403070,2023-01-04 20:09:00
5531,Twitter,2799,733,2967,735911,2023-01-04 20:10:00
5532,Twitter,8855,784,4665,545509,2023-01-04 20:11:00
5533,Twitter,3616,96,4424,873202,2023-01-04 20:12:00
5534,Instagram,5338,1765,2390,481491,2023-01-04 20:13:00
5535,Twitter,7809,1039,2881,907142,2023-01-04 20:14:00
5536,Facebook,8201,194,2953,109638,2023-01-04 20:15:00
5537,Instagram,1403,1664,398,745285,2023-01-04 20:16:00
5538,Instagram,7933,103,1762,893923,2023-01-04 20:17:00
5539,LinkedIn,9231,342,1107,54819,2023-01-04 20:18:00
5540,YouTube,6857,52,3218,751856,2023-01-04 20:19:00
5541,Twitter,1147,526,2590,691578,2023-01-04 20:20:00
5542,LinkedIn,5463,1161,3286,951360,2023-01-04 20:21:00
5543,Facebook,6730,315,3809,998370,2023-01-04 20:22:00
5544,YouTube,7126,1073,4310,850800,2023-01-04 20:23:00
5545,Instagram,7352,1468,2479,9952,2023-01-04 20:24:00
5546,Facebook,5999,947,597,628766,2023-01-04 20:25:00
5547,LinkedIn,9210,1705,2931,452262,2023-01-04 20:26:00
5548,Twitter,1756,801,805,158490,2023-01-04 20:27:00
5549,LinkedIn,3860,209,24,888144,2023-01-04 20:28:00
5550,Facebook,1600,327,830,318743,2023-01-04 20:29:00
5551,LinkedIn,6590,233,3663,828827,2023-01-04 20:30:00
5552,Facebook,7612,1191,1213,645990,2023-01-04 20:31:00
5553,TikTok,1988,452,3690,435149,2023-01-04 20:32:00
5554,YouTube,3012,1917,1904,819657,2023-01-04 20:33:00
5555,YouTube,3919,1829,3341,446317,2023-01-04 20:34:00
5556,Twitter,5115,1222,4582,343632,2023-01-04 20:35:00
5557,YouTube,1970,1709,193,695794,2023-01-04 20:36:00
5558,LinkedIn,3429,1555,1112,855968,2023-01-04 20:37:00
5559,Facebook,8268,1685,1450,163726,2023-01-04 20:38:00
5560,Twitter,3679,525,4424,997961,2023-01-04 20:39:00
5561,Facebook,8644,881,4837,295057,2023-01-04 20:40:00
5562,YouTube,7348,558,981,242917,2023-01-04 20:41:00
5563,LinkedIn,8249,81,335,569698,2023-01-04 20:42:00
5564,Facebook,1919,513,3534,296943,2023-01-04 20:43:00
5565,Twitter,4236,1874,2034,969647,2023-01-04 20:44:00
5566,TikTok,5491,1277,2309,439100,2023-01-04 20:45:00
5567,Facebook,8249,83,1541,852116,2023-01-04 20:46:00
5568,Facebook,7083,1254,4751,577814,2023-01-04 20:47:00
5569,Instagram,464,577,2860,246094,2023-01-04 20:48:00
5570,Twitter,9056,168,2293,75466,2023-01-04 20:49:00
5571,TikTok,5204,1473,2729,476411,2023-01-04 20:50:00
5572,TikTok,8306,1204,1826,618754,2023-01-04 20:51:00
5573,TikTok,9561,1970,1197,185389,2023-01-04 20:52:00
5574,TikTok,8268,1744,3470,482194,2023-01-04 20:53:00
5575,TikTok,6403,1365,2512,34962,2023-01-04 20:54:00
5576,Facebook,1344,938,955,903576,2023-01-04 20:55:00
5577,Twitter,3131,1348,4668,838583,2023-01-04 20:56:00
5578,TikTok,6128,975,2580,137692,2023-01-04 20:57:00
5579,YouTube,3713,357,662,116936,2023-01-04 20:58:00
5580,LinkedIn,9968,1644,446,889048,2023-01-04 20:59:00
5581,YouTube,2993,1660,2443,378373,2023-01-04 21:00:00
5582,TikTok,597,855,4751,316070,2023-01-04 21:01:00
5583,Facebook,7550,1895,1296,607933,2023-01-04 21:02:00
5584,YouTube,6877,711,1028,810487,2023-01-04 21:03:00
5585,TikTok,982,1439,1949,465039,2023-01-04 21:04:00
5586,YouTube,6978,1684,1546,917492,2023-01-04 21:05:00
5587,Instagram,7442,45,36,791426,2023-01-04 21:06:00
5588,Instagram,9685,469,1160,358658,2023-01-04 21:07:00
5589,YouTube,4903,81,1848,925186,2023-01-04 21:08:00
5590,TikTok,4579,535,4680,451191,2023-01-04 21:09:00
5591,YouTube,1648,279,4508,719059,2023-01-04 21:10:00
5592,TikTok,1912,1770,2557,663543,2023-01-04 21:11:00
5593,Twitter,9087,1969,1513,411727,2023-01-04 21:12:00
5594,YouTube,3648,273,4052,241377,2023-01-04 21:13:00
5595,YouTube,8659,566,664,970075,2023-01-04 21:14:00
5596,Twitter,3584,511,473,95750,2023-01-04 21:15:00
5597,Twitter,7799,506,2361,84207,2023-01-04 21:16:00
5598,YouTube,8602,335,829,156262,2023-01-04 21:17:00
5599,Facebook,1485,377,3017,34540,2023-01-04 21:18:00
5600,YouTube,4024,1700,423,61640,2023-01-04 21:19:00
5601,LinkedIn,9803,74,3811,18398,2023-01-04 21:20:00
5602,Facebook,4793,599,1144,776961,2023-01-04 21:21:00
5603,LinkedIn,8272,282,1102,374726,2023-01-04 21:22:00
5604,Facebook,9932,754,489,686679,2023-01-04 21:23:00
5605,Twitter,9849,355,4208,555340,2023-01-04 21:24:00
5606,YouTube,215,926,269,801722,2023-01-04 21:25:00
5607,TikTok,6128,1491,4761,325057,2023-01-04 21:26:00
5608,YouTube,140,1642,1522,809303,2023-01-04 21:27:00
5609,TikTok,8799,1741,307,111058,2023-01-04 21:28:00
5610,Facebook,4082,1278,4247,32472,2023-01-04 21:29:00
5611,TikTok,1446,1757,3441,194068,2023-01-04 21:30:00
5612,Instagram,6783,682,3152,382129,2023-01-04 21:31:00
5613,TikTok,4908,170,4048,882916,2023-01-04 21:32:00
5614,TikTok,9479,44,1537,648089,2023-01-04 21:33:00
5615,TikTok,9927,928,3172,483621,2023-01-04 21:34:00
5616,Twitter,1666,1691,331,698798,2023-01-04 21:35:00
5617,TikTok,2176,733,3989,9708,2023-01-04 21:36:00
5618,Twitter,6198,21,4549,763718,2023-01-04 21:37:00
5619,Twitter,4895,1393,2853,141115,2023-01-04 21:38:00
5620,Facebook,6069,1771,4782,981562,2023-01-04 21:39:00
5621,TikTok,2165,526,4842,710996,2023-01-04 21:40:00
5622,TikTok,6055,261,2534,748868,2023-01-04 21:41:00
5623,LinkedIn,7063,1496,1288,130314,2023-01-04 21:42:00
5624,LinkedIn,8483,1256,4481,175409,2023-01-04 21:43:00
5625,LinkedIn,3674,647,1791,637082,2023-01-04 21:44:00
5626,Facebook,1539,61,2880,468107,2023-01-04 21:45:00
5627,Facebook,1489,1079,2985,643991,2023-01-04 21:46:00
5628,LinkedIn,3859,101,4693,989466,2023-01-04 21:47:00
5629,LinkedIn,1252,462,934,745338,2023-01-04 21:48:00
5630,TikTok,3061,1898,3221,954876,2023-01-04 21:49:00
5631,TikTok,9333,507,460,271203,2023-01-04 21:50:00
5632,Facebook,6611,1344,2644,567133,2023-01-04 21:51:00
5633,LinkedIn,3050,1932,3956,957059,2023-01-04 21:52:00
5634,Instagram,7541,1455,4483,188653,2023-01-04 21:53:00
5635,Facebook,3087,480,162,324968,2023-01-04 21:54:00
5636,LinkedIn,7509,1886,954,772184,2023-01-04 21:55:00
5637,YouTube,2417,699,3188,897930,2023-01-04 21:56:00
5638,TikTok,2596,917,927,659558,2023-01-04 21:57:00
5639,Instagram,6294,1996,72,46521,2023-01-04 21:58:00
5640,Instagram,93,790,520,986483,2023-01-04 21:59:00
5641,TikTok,6401,430,1023,792252,2023-01-04 22:00:00
5642,LinkedIn,1086,497,835,405249,2023-01-04 22:01:00
5643,YouTube,1714,1697,525,447256,2023-01-04 22:02:00
5644,Twitter,7963,1268,3383,350694,2023-01-04 22:03:00
5645,Twitter,8590,1856,3278,380959,2023-01-04 22:04:00
5646,LinkedIn,1197,1975,3533,62014,2023-01-04 22:05:00
5647,TikTok,5045,918,3886,736250,2023-01-04 22:06:00
5648,Facebook,3800,1635,3970,425948,2023-01-04 22:07:00
5649,LinkedIn,6014,1177,1437,381560,2023-01-04 22:08:00
5650,YouTube,4248,1969,896,184872,2023-01-04 22:09:00
5651,YouTube,6315,930,4474,747720,2023-01-04 22:10:00
5652,Instagram,4509,319,4072,904933,2023-01-04 22:11:00
5653,Instagram,1359,1367,99,111428,2023-01-04 22:12:00
5654,Instagram,3237,1538,2356,14683,2023-01-04 22:13:00
5655,Instagram,328,1494,3781,699761,2023-01-04 22:14:00
5656,TikTok,1715,909,2186,836307,2023-01-04 22:15:00
5657,LinkedIn,1950,786,1997,35501,2023-01-04 22:16:00
5658,Facebook,6791,1410,3274,799052,2023-01-04 22:17:00
5659,YouTube,4742,152,1123,90032,2023-01-04 22:18:00
5660,LinkedIn,4771,1789,2886,513611,2023-01-04 22:19:00
5661,Twitter,923,1282,568,926399,2023-01-04 22:20:00
5662,YouTube,6932,672,3820,847407,2023-01-04 22:21:00
5663,Facebook,9605,489,4523,685296,2023-01-04 22:22:00
5664,TikTok,5202,1592,4493,914973,2023-01-04 22:23:00
5665,YouTube,2008,1419,4314,701884,2023-01-04 22:24:00
5666,Facebook,2173,1249,1613,684089,2023-01-04 22:25:00
5667,YouTube,4019,66,3050,176427,2023-01-04 22:26:00
5668,Instagram,7168,707,1553,463466,2023-01-04 22:27:00
5669,Facebook,2772,1803,1630,971752,2023-01-04 22:28:00
5670,YouTube,4405,1475,375,750073,2023-01-04 22:29:00
5671,Facebook,9754,1880,3892,805971,2023-01-04 22:30:00
5672,Instagram,6835,1879,1332,77694,2023-01-04 22:31:00
5673,Instagram,9074,1092,187,433572,2023-01-04 22:32:00
5674,YouTube,8810,1348,3886,338072,2023-01-04 22:33:00
5675,YouTube,8309,1776,4712,718952,2023-01-04 22:34:00
5676,YouTube,2279,968,2959,291338,2023-01-04 22:35:00
5677,Twitter,4473,159,4872,277911,2023-01-04 22:36:00
5678,YouTube,7285,1185,2813,549358,2023-01-04 22:37:00
5679,Facebook,446,1509,4138,586076,2023-01-04 22:38:00
5680,TikTok,3225,643,2939,266850,2023-01-04 22:39:00
5681,Facebook,4876,1625,3452,992674,2023-01-04 22:40:00
5682,TikTok,4974,247,2425,919401,2023-01-04 22:41:00
5683,TikTok,6920,545,2207,113646,2023-01-04 22:42:00
5684,TikTok,5043,32,3058,711697,2023-01-04 22:43:00
5685,YouTube,2581,338,3179,721064,2023-01-04 22:44:00
5686,LinkedIn,9015,1362,954,119075,2023-01-04 22:45:00
5687,YouTube,3965,1236,2155,93191,2023-01-04 22:46:00
5688,TikTok,5779,1562,4823,557727,2023-01-04 22:47:00
5689,LinkedIn,3914,906,1324,638172,2023-01-04 22:48:00
5690,Instagram,2722,950,910,308986,2023-01-04 22:49:00
5691,LinkedIn,5345,48,3604,8166,2023-01-04 22:50:00
5692,Facebook,5445,1786,228,590874,2023-01-04 22:51:00
5693,LinkedIn,9301,1220,1059,726402,2023-01-04 22:52:00
5694,Facebook,5034,1785,317,511002,2023-01-04 22:53:00
5695,TikTok,9212,1973,1777,288111,2023-01-04 22:54:00
5696,Facebook,2594,1906,1781,545556,2023-01-04 22:55:00
5697,YouTube,9923,307,4598,952736,2023-01-04 22:56:00
5698,YouTube,344,1173,173,53242,2023-01-04 22:57:00
5699,Facebook,5767,237,4978,912704,2023-01-04 22:58:00
5700,Twitter,7052,1688,2452,647735,2023-01-04 22:59:00
5701,YouTube,9953,176,1528,594761,2023-01-04 23:00:00
5702,Twitter,7124,1030,476,147645,2023-01-04 23:01:00
5703,TikTok,4339,1359,1673,174694,2023-01-04 23:02:00
5704,Instagram,1190,1327,2851,30356,2023-01-04 23:03:00
5705,Facebook,4567,303,4120,448455,2023-01-04 23:04:00
5706,Facebook,3661,300,18,969283,2023-01-04 23:05:00
5707,Twitter,3753,1927,1176,353819,2023-01-04 23:06:00
5708,Instagram,4391,1826,1591,731403,2023-01-04 23:07:00
5709,Instagram,3523,546,2943,9489,2023-01-04 23:08:00
5710,Facebook,9575,1260,4656,56394,2023-01-04 23:09:00
5711,TikTok,2691,449,1675,729744,2023-01-04 23:10:00
5712,TikTok,7086,1850,2538,178980,2023-01-04 23:11:00
5713,Twitter,1713,868,1464,3680,2023-01-04 23:12:00
5714,Instagram,5128,1583,791,819681,2023-01-04 23:13:00
5715,YouTube,237,1571,256,633116,2023-01-04 23:14:00
5716,TikTok,8129,40,4868,463401,2023-01-04 23:15:00
5717,LinkedIn,9969,654,663,170597,2023-01-04 23:16:00
5718,YouTube,1289,925,2253,994936,2023-01-04 23:17:00
5719,Instagram,3126,544,3053,118116,2023-01-04 23:18:00
5720,Instagram,6959,1899,1786,303727,2023-01-04 23:19:00
5721,YouTube,6609,1626,306,50373,2023-01-04 23:20:00
5722,Instagram,2064,10,1285,905754,2023-01-04 23:21:00
5723,YouTube,146,1786,333,393123,2023-01-04 23:22:00
5724,TikTok,5814,1839,2895,861953,2023-01-04 23:23:00
5725,Instagram,9123,1041,2104,921851,2023-01-04 23:24:00
5726,Instagram,6293,1279,3583,427613,2023-01-04 23:25:00
5727,LinkedIn,1187,306,4742,476242,2023-01-04 23:26:00
5728,Facebook,1763,166,3306,363125,2023-01-04 23:27:00
5729,TikTok,2890,457,934,492801,2023-01-04 23:28:00
5730,TikTok,8635,683,2721,839602,2023-01-04 23:29:00
5731,YouTube,1538,1422,3547,445419,2023-01-04 23:30:00
5732,TikTok,6160,1511,4553,148628,2023-01-04 23:31:00
5733,LinkedIn,6894,1109,2468,151752,2023-01-04 23:32:00
5734,Instagram,2158,1291,4878,275820,2023-01-04 23:33:00
5735,Twitter,5666,775,2014,342610,2023-01-04 23:34:00
5736,YouTube,5319,1733,88,708257,2023-01-04 23:35:00
5737,Facebook,3390,1918,3123,10735,2023-01-04 23:36:00
5738,LinkedIn,9812,757,2256,597806,2023-01-04 23:37:00
5739,TikTok,4170,970,4233,536711,2023-01-04 23:38:00
5740,TikTok,9968,1255,1696,363359,2023-01-04 23:39:00
5741,YouTube,8521,1358,1217,773438,2023-01-04 23:40:00
5742,YouTube,1098,297,3018,685537,2023-01-04 23:41:00
5743,TikTok,7932,1001,2692,863440,2023-01-04 23:42:00
5744,Facebook,7089,888,4239,368423,2023-01-04 23:43:00
5745,LinkedIn,9438,1387,3353,197250,2023-01-04 23:44:00
5746,Facebook,8848,353,25,244857,2023-01-04 23:45:00
5747,Instagram,6636,1733,833,9046,2023-01-04 23:46:00
5748,Facebook,5015,175,4886,550233,2023-01-04 23:47:00
5749,Twitter,1407,1419,1551,500313,2023-01-04 23:48:00
5750,TikTok,8317,1905,4645,860165,2023-01-04 23:49:00
5751,TikTok,3455,1231,3175,539330,2023-01-04 23:50:00
5752,Twitter,9920,1290,2729,43482,2023-01-04 23:51:00
5753,YouTube,2498,998,3565,306374,2023-01-04 23:52:00
5754,Twitter,3494,1060,4483,676773,2023-01-04 23:53:00
5755,Twitter,3309,742,4185,661407,2023-01-04 23:54:00
5756,Facebook,786,163,1105,493352,2023-01-04 23:55:00
5757,LinkedIn,5186,39,2852,713258,2023-01-04 23:56:00
5758,YouTube,5845,691,2300,366065,2023-01-04 23:57:00
5759,TikTok,759,1008,869,977200,2023-01-04 23:58:00
5760,LinkedIn,1026,374,1600,425002,2023-01-04 23:59:00
5761,Twitter,2784,897,1311,428310,2023-01-05 00:00:00
5762,YouTube,5523,569,4901,65573,2023-01-05 00:01:00
5763,Twitter,6042,347,1100,490803,2023-01-05 00:02:00
5764,LinkedIn,1780,1373,2383,288939,2023-01-05 00:03:00
5765,YouTube,5891,1524,4452,738181,2023-01-05 00:04:00
5766,YouTube,3766,65,3423,356608,2023-01-05 00:05:00
5767,Twitter,3736,1756,3843,521461,2023-01-05 00:06:00
5768,YouTube,2034,1024,4686,963491,2023-01-05 00:07:00
5769,Facebook,3791,1610,3391,834156,2023-01-05 00:08:00
5770,TikTok,5378,446,2173,415591,2023-01-05 00:09:00
5771,TikTok,5563,175,2671,798271,2023-01-05 00:10:00
5772,LinkedIn,6974,1473,4809,561117,2023-01-05 00:11:00
5773,Facebook,9296,135,255,186924,2023-01-05 00:12:00
5774,Instagram,3508,179,2673,288386,2023-01-05 00:13:00
5775,Instagram,9243,511,913,882673,2023-01-05 00:14:00
5776,Instagram,178,712,2892,263275,2023-01-05 00:15:00
5777,Twitter,582,1318,310,933680,2023-01-05 00:16:00
5778,Twitter,3946,1489,4888,420730,2023-01-05 00:17:00
5779,Twitter,5973,1428,147,920391,2023-01-05 00:18:00
5780,Instagram,2929,127,4657,741819,2023-01-05 00:19:00
5781,TikTok,1156,1281,1537,695664,2023-01-05 00:20:00
5782,LinkedIn,927,361,4053,504366,2023-01-05 00:21:00
5783,Facebook,5855,1247,2528,749992,2023-01-05 00:22:00
5784,YouTube,9488,1210,4867,532301,2023-01-05 00:23:00
5785,YouTube,8540,877,1223,721938,2023-01-05 00:24:00
5786,TikTok,5618,1586,3846,158281,2023-01-05 00:25:00
5787,Twitter,2055,193,1524,951643,2023-01-05 00:26:00
5788,LinkedIn,3228,1088,6,261851,2023-01-05 00:27:00
5789,Facebook,8297,425,4055,260367,2023-01-05 00:28:00
5790,Instagram,1224,1234,1175,217968,2023-01-05 00:29:00
5791,YouTube,4369,440,2262,97467,2023-01-05 00:30:00
5792,TikTok,9553,520,4299,315898,2023-01-05 00:31:00
5793,LinkedIn,2109,1755,1545,284196,2023-01-05 00:32:00
5794,Instagram,7803,265,3108,900347,2023-01-05 00:33:00
5795,LinkedIn,1754,1545,4611,102265,2023-01-05 00:34:00
5796,Twitter,919,1122,2297,221835,2023-01-05 00:35:00
5797,Twitter,2664,1957,2689,604247,2023-01-05 00:36:00
5798,Twitter,3138,306,2264,134587,2023-01-05 00:37:00
5799,Instagram,9136,421,3341,298546,2023-01-05 00:38:00
5800,TikTok,70,1143,2982,128094,2023-01-05 00:39:00
5801,Facebook,3454,1060,361,696369,2023-01-05 00:40:00
5802,TikTok,7955,82,16,510681,2023-01-05 00:41:00
5803,Facebook,7610,502,2333,608591,2023-01-05 00:42:00
5804,Facebook,9427,1392,974,927623,2023-01-05 00:43:00
5805,Twitter,1706,985,2446,118860,2023-01-05 00:44:00
5806,Instagram,813,1998,1579,907543,2023-01-05 00:45:00
5807,YouTube,9807,390,120,45325,2023-01-05 00:46:00
5808,LinkedIn,8266,765,758,676757,2023-01-05 00:47:00
5809,Twitter,9030,1384,2750,109891,2023-01-05 00:48:00
5810,Facebook,441,473,1840,271988,2023-01-05 00:49:00
5811,TikTok,9283,234,1554,17097,2023-01-05 00:50:00
5812,YouTube,4820,1567,4066,918685,2023-01-05 00:51:00
5813,Facebook,7559,253,825,417144,2023-01-05 00:52:00
5814,Instagram,3731,959,1167,520364,2023-01-05 00:53:00
5815,Facebook,3822,954,4000,517992,2023-01-05 00:54:00
5816,LinkedIn,461,767,2707,696007,2023-01-05 00:55:00
5817,Twitter,3495,359,3796,942261,2023-01-05 00:56:00
5818,Instagram,4223,1337,2841,300694,2023-01-05 00:57:00
5819,YouTube,8067,1311,2221,786052,2023-01-05 00:58:00
5820,Facebook,273,30,68,535883,2023-01-05 00:59:00
5821,Twitter,5412,1642,3673,169822,2023-01-05 01:00:00
5822,Instagram,2828,1941,1712,456934,2023-01-05 01:01:00
5823,TikTok,2728,369,486,370196,2023-01-05 01:02:00
5824,Instagram,9761,628,1553,696111,2023-01-05 01:03:00
5825,Facebook,3394,1094,654,189210,2023-01-05 01:04:00
5826,TikTok,8021,1688,1263,950463,2023-01-05 01:05:00
5827,Twitter,5948,215,2796,480208,2023-01-05 01:06:00
5828,Instagram,550,1593,3476,801442,2023-01-05 01:07:00
5829,Twitter,3536,195,4505,14383,2023-01-05 01:08:00
5830,Twitter,7222,91,3188,591859,2023-01-05 01:09:00
5831,Instagram,1587,926,2288,906209,2023-01-05 01:10:00
5832,YouTube,6841,1404,609,905123,2023-01-05 01:11:00
5833,Facebook,4735,91,2253,90675,2023-01-05 01:12:00
5834,Facebook,2435,1509,3145,172180,2023-01-05 01:13:00
5835,LinkedIn,4250,1215,1229,996547,2023-01-05 01:14:00
5836,LinkedIn,7664,1224,277,399248,2023-01-05 01:15:00
5837,YouTube,5567,1700,3100,237351,2023-01-05 01:16:00
5838,Facebook,3188,923,1034,383056,2023-01-05 01:17:00
5839,Twitter,5525,180,4392,612606,2023-01-05 01:18:00
5840,YouTube,8478,1982,4578,232046,2023-01-05 01:19:00
5841,LinkedIn,9083,743,3272,784943,2023-01-05 01:20:00
5842,LinkedIn,4954,1752,4512,224894,2023-01-05 01:21:00
5843,Facebook,9347,1727,449,506023,2023-01-05 01:22:00
5844,LinkedIn,2341,203,2785,46810,2023-01-05 01:23:00
5845,Instagram,8727,330,3702,888096,2023-01-05 01:24:00
5846,Twitter,4930,1274,3104,125225,2023-01-05 01:25:00
5847,YouTube,4863,1697,3554,151594,2023-01-05 01:26:00
5848,Twitter,2587,174,976,461897,2023-01-05 01:27:00
5849,TikTok,5123,1605,1800,974744,2023-01-05 01:28:00
5850,LinkedIn,3324,838,1047,472568,2023-01-05 01:29:00
5851,YouTube,5964,286,2244,673663,2023-01-05 01:30:00
5852,Twitter,7641,1316,1337,167778,2023-01-05 01:31:00
5853,YouTube,7769,1490,2268,490511,2023-01-05 01:32:00
5854,Facebook,1505,1606,3137,472352,2023-01-05 01:33:00
5855,Instagram,7853,1813,2694,176799,2023-01-05 01:34:00
5856,Facebook,2160,438,1986,15071,2023-01-05 01:35:00
5857,TikTok,1106,383,3379,780813,2023-01-05 01:36:00
5858,Facebook,3254,667,790,115496,2023-01-05 01:37:00
5859,LinkedIn,2098,1700,3675,566452,2023-01-05 01:38:00
5860,LinkedIn,9670,1567,2202,274268,2023-01-05 01:39:00
5861,TikTok,6212,1677,1729,788777,2023-01-05 01:40:00
5862,Facebook,9076,1798,288,984241,2023-01-05 01:41:00
5863,YouTube,9937,1690,4797,414223,2023-01-05 01:42:00
5864,TikTok,2741,1628,674,702810,2023-01-05 01:43:00
5865,Twitter,1637,999,1980,555755,2023-01-05 01:44:00
5866,LinkedIn,2844,812,3919,997477,2023-01-05 01:45:00
5867,Facebook,9786,448,1133,827750,2023-01-05 01:46:00
5868,Instagram,7347,254,869,7981,2023-01-05 01:47:00
5869,LinkedIn,8400,1662,1074,336141,2023-01-05 01:48:00
5870,Instagram,1478,247,1913,530111,2023-01-05 01:49:00
5871,Instagram,7339,1130,381,581995,2023-01-05 01:50:00
5872,TikTok,7634,1434,1304,551918,2023-01-05 01:51:00
5873,TikTok,5387,1676,4163,877697,2023-01-05 01:52:00
5874,Twitter,3900,1015,3467,64015,2023-01-05 01:53:00
5875,YouTube,167,213,1533,609759,2023-01-05 01:54:00
5876,Facebook,9964,193,4843,296587,2023-01-05 01:55:00
5877,LinkedIn,2759,668,3805,246637,2023-01-05 01:56:00
5878,Instagram,3094,308,2608,217604,2023-01-05 01:57:00
5879,Twitter,7657,20,4536,779393,2023-01-05 01:58:00
5880,LinkedIn,5066,1610,1291,626302,2023-01-05 01:59:00
5881,TikTok,7135,633,2034,425937,2023-01-05 02:00:00
5882,Twitter,6107,931,1905,358568,2023-01-05 02:01:00
5883,Twitter,3048,471,2172,427426,2023-01-05 02:02:00
5884,Facebook,4058,515,2795,535306,2023-01-05 02:03:00
5885,Twitter,2356,1475,2146,813423,2023-01-05 02:04:00
5886,Twitter,8556,1186,4487,318841,2023-01-05 02:05:00
5887,LinkedIn,8325,485,4206,434072,2023-01-05 02:06:00
5888,Facebook,834,950,3298,775095,2023-01-05 02:07:00
5889,Instagram,5106,803,2892,939028,2023-01-05 02:08:00
5890,LinkedIn,8261,1698,2557,658272,2023-01-05 02:09:00
5891,Facebook,7077,953,4029,861894,2023-01-05 02:10:00
5892,LinkedIn,8634,1409,4018,300609,2023-01-05 02:11:00
5893,Facebook,1776,187,391,427894,2023-01-05 02:12:00
5894,TikTok,842,1314,2982,167554,2023-01-05 02:13:00
5895,LinkedIn,6865,1584,967,295511,2023-01-05 02:14:00
5896,Twitter,2047,1781,2985,796333,2023-01-05 02:15:00
5897,Facebook,3017,1841,2127,515727,2023-01-05 02:16:00
5898,Facebook,8663,1460,2823,995492,2023-01-05 02:17:00
5899,LinkedIn,9558,1112,4093,430183,2023-01-05 02:18:00
5900,Twitter,7257,392,4428,723446,2023-01-05 02:19:00
5901,LinkedIn,3841,1610,2317,442269,2023-01-05 02:20:00
5902,Facebook,6980,821,2337,864477,2023-01-05 02:21:00
5903,Twitter,2054,1594,3007,66348,2023-01-05 02:22:00
5904,Facebook,6692,109,1091,371307,2023-01-05 02:23:00
5905,Twitter,9893,1542,531,557813,2023-01-05 02:24:00
5906,YouTube,5639,1381,3729,162736,2023-01-05 02:25:00
5907,YouTube,4924,56,4587,557565,2023-01-05 02:26:00
5908,Twitter,3650,877,1089,735925,2023-01-05 02:27:00
5909,Instagram,7656,1801,283,845656,2023-01-05 02:28:00
5910,Facebook,9685,1970,2904,222222,2023-01-05 02:29:00
5911,TikTok,2532,1941,1632,335260,2023-01-05 02:30:00
5912,TikTok,5821,1624,4416,512312,2023-01-05 02:31:00
5913,Twitter,9844,1872,1843,785900,2023-01-05 02:32:00
5914,Twitter,7179,1581,3473,801866,2023-01-05 02:33:00
5915,Twitter,4225,680,4170,157414,2023-01-05 02:34:00
5916,LinkedIn,7279,90,2320,762184,2023-01-05 02:35:00
5917,Facebook,2165,143,4127,208772,2023-01-05 02:36:00
5918,LinkedIn,150,1275,1250,296667,2023-01-05 02:37:00
5919,LinkedIn,4399,708,2513,565802,2023-01-05 02:38:00
5920,Facebook,5222,1577,1704,45685,2023-01-05 02:39:00
5921,TikTok,9076,1984,4366,248554,2023-01-05 02:40:00
5922,TikTok,261,257,902,914976,2023-01-05 02:41:00
5923,Instagram,2045,1812,3230,605941,2023-01-05 02:42:00
5924,Instagram,1981,1880,4072,931389,2023-01-05 02:43:00
5925,Twitter,2787,1147,3281,373579,2023-01-05 02:44:00
5926,Facebook,765,1638,3611,697662,2023-01-05 02:45:00
5927,YouTube,8204,573,2416,467189,2023-01-05 02:46:00
5928,LinkedIn,5843,1873,4946,54988,2023-01-05 02:47:00
